case_id,activity,resource,role,Channel,Complete,Country,Damaged,Error_Free,Invoice_amount,Supplier,Type,Systems,Stages,Payment_Terms,Discount,Discount_Rate,Discount_Type,Start_Time,End_Time
23,Release Purchase Order,Penn Osterwalder,Requester,EDI,1,SGP,0,1,727298.66,Mylan,Goods,Oracle BPS P2P,Manage Invoices,,125474.62,0.17,Premium,2020-01-07T02:32:00.000,2020-01-07T02:33:00.000
23,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,EDI,1,SGP,0,1,727298.66,Mylan,Goods,Oracle BPS P2P,Manage Invoices,15,125474.62,0.17,Premium,2020-01-07T11:53:00.000,2020-01-07T11:54:00.000
23,Receive invoice,Karalda Nimwada,Financial Manager,EDI,1,SGP,0,1,727298.66,Mylan,Goods,Oracle BPS P2P,Manage Invoices,15,125474.62,0.17,Premium,2020-01-08T13:28:00.000,2020-01-08T13:28:00.000
23,Release Supplier's Invoice,Pedro Alvares,Financial Manager,EDI,1,SGP,0,1,727298.66,Mylan,Goods,Coupa Invoicing Management,Manage Invoices,,125474.62,0.17,Premium,2020-01-09T03:53:00.000,2020-01-09T03:58:00.000
23,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,EDI,1,SGP,0,1,727298.66,Mylan,Goods,Coupa Invoicing Management,Manage Invoices,,125474.62,0.17,Premium,2020-01-09T03:58:00.000,2020-01-09T03:58:00.000
23,Pay invoice,Pedro Alvares,Financial Manager,EDI,1,SGP,0,1,727298.66,Mylan,Goods,Coupa Invoicing Management,Manage Invoices,,125474.62,0.17,Premium,2020-01-09T04:26:00.000,2020-01-09T04:36:00.000
23,Pay invoice,Pedro Alvares,Financial Manager,EDI,1,SGP,0,1,727298.66,Mylan,Goods,Coupa Invoicing Management,Manage Invoices,,125474.62,0.17,Premium,2020-01-11T03:21:00.000,2020-01-11T03:23:00.000
24,Create Purchase Requisition,Miu Hanwan,Requester,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-03T03:18:00.000,2020-01-03T03:34:00.000
24,Create Small Request for Quotation,Nico Ojenbeer,Requester,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-03T06:02:00.000,2020-01-03T06:09:00.000
24,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-03T13:16:00.000,2020-01-03T13:41:00.000
24,Request Additional Info from Vendor,Heinz Gutschmidt,Requester Manager,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-04T05:41:00.000,2020-01-04T05:56:00.000
24,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-04T09:52:00.000,2020-01-04T10:11:00.000
24,Send Request for Quotation to Supplier,Karel de Groot,Purchasing Agent,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-05T07:15:00.000,2020-01-05T07:33:00.000
24,Create Quotation comparison Map,Magdalena Predutta,Purchasing Agent,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-05T18:24:00.000,2020-01-05T19:41:00.000
24,Analyze Quotation comparison Map,Kim Passa,Requester,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-06T02:28:00.000,2020-01-06T02:54:00.000
24,Choose best option,Immanuel Karagianni,Requester,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-06T02:54:00.000,2020-01-06T02:54:00.000
24,Settle conditions with supplier,Karel de Groot,Purchasing Agent,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-06T07:36:00.000,2020-01-06T14:34:00.000
24,Create Purchase Order,Magdalena Predutta,Purchasing Agent,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-06T16:05:00.000,2020-01-06T16:11:00.000
24,Confirm Purchase Order,Kiu Kan,Supplier,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Procure Goods and Services,,55626.94,0.1,Premium,2020-01-07T01:19:00.000,2020-01-07T01:33:00.000
24,Approve Purchase Order,Esmeralda Clay,Purchasing Manager,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Deliver Goods and Services,,55626.94,0.1,Premium,2020-01-07T09:31:00.000,2020-01-09T05:22:00.000
24,Release Purchase Order,Alberto Duport,Requester,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Manage Invoices,,55626.94,0.1,Premium,2020-01-09T13:28:00.000,2020-01-09T13:29:00.000
24,Approve Purchase Order for payment,Karel de Groot,Purchasing Agent,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Manage Invoices,15,55626.94,0.1,Premium,2020-01-12T01:59:00.000,2020-01-12T02:00:00.000
24,Receive invoice,Karalda Nimwada,Financial Manager,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Oracle BPS P2P,Manage Invoices,15,55626.94,0.1,Premium,2020-01-14T17:22:00.000,2020-01-14T17:22:00.000
24,Release Supplier's Invoice,Pedro Alvares,Financial Manager,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Coupa Invoicing Management,Manage Invoices,,55626.94,0.1,Premium,2020-01-15T07:46:00.000,2020-01-15T07:49:00.000
24,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Coupa Invoicing Management,Manage Invoices,,55626.94,0.1,Premium,2020-01-15T07:49:00.000,2020-01-15T07:49:00.000
24,Pay invoice,Karalda Nimwada,Financial Manager,Online,1,NZL,0,1,537988.66,Anda Inc.,Goods,Coupa Invoicing Management,Manage Invoices,,55626.94,0.1,Premium,2020-01-15T08:16:00.000,2020-01-15T08:22:00.000
25,Create Purchase Requisition,Anna Kaufmann,Requester,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-03T07:19:00.000,2020-01-03T08:08:00.000
25,Analyze Purchase Requisition,Francis Odell,Requester Manager,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-04T02:11:00.000,2020-01-04T02:15:00.000
25,Create Large Request for Quotation,Heinz Gutschmidt,Requester Manager,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-04T02:22:00.000,2020-01-04T02:23:00.000
25,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-04T03:27:00.000,2020-01-04T04:02:00.000
25,Send Request for Quotation to Supplier,Karel de Groot,Purchasing Agent,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-04T05:30:00.000,2020-01-04T05:51:00.000
25,Create Quotation comparison Map,Magdalena Predutta,Purchasing Agent,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-04T15:40:00.000,2020-01-04T18:06:00.000
25,Analyze Quotation comparison Map,Elvira Lores,Requester,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-05T00:29:00.000,2020-01-05T00:51:00.000
25,Choose best option,Fjodor Kowalski,Requester,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-05T00:51:00.000,2020-01-05T00:51:00.000
25,Settle conditions with supplier,Magdalena Predutta,Purchasing Agent,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-05T05:57:00.000,2020-01-05T17:54:00.000
25,Create Purchase Order,Francois de Perrier,Purchasing Agent,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-06T02:29:00.000,2020-01-06T02:41:00.000
25,Confirm Purchase Order,Esmeralda Clay,Supplier,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Procure Goods and Services,,5477.68,0.17,Premium,2020-01-06T06:43:00.000,2020-01-06T06:58:00.000
25,Approve Purchase Order,Karen Clarens,Purchasing Manager,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Deliver Goods and Services,,5477.68,0.17,Premium,2020-01-06T19:31:00.000,2020-01-07T10:12:00.000
25,Release Purchase Order,Christian Francois,Requester,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Manage Invoices,,5477.68,0.17,Premium,2020-01-07T17:18:00.000,2020-01-07T17:19:00.000
25,Approve Purchase Order for payment,Francois de Perrier,Purchasing Agent,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Manage Invoices,15,5477.68,0.17,Premium,2020-01-09T02:34:00.000,2020-01-09T02:35:00.000
25,Receive invoice,Karalda Nimwada,Financial Manager,Online,1,SGP,0,1,32357.76,Bayer,Goods,Oracle BPS P2P,Manage Invoices,15,5477.68,0.17,Premium,2020-01-10T00:11:00.000,2020-01-10T00:11:00.000
25,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,Online,1,SGP,0,1,32357.76,Bayer,Goods,Coupa Invoicing Management,Manage Invoices,,5477.68,0.17,Premium,2020-01-10T14:35:00.000,2020-01-10T14:41:00.000
25,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,Online,1,SGP,0,1,32357.76,Bayer,Goods,Coupa Invoicing Management,Manage Invoices,,5477.68,0.17,Premium,2020-01-10T14:43:00.000,2020-01-10T14:43:00.000
25,Pay invoice,Karalda Nimwada,Financial Manager,Online,1,SGP,0,1,32357.76,Bayer,Goods,Coupa Invoicing Management,Manage Invoices,,5477.68,0.17,Premium,2020-01-10T15:34:00.000,2020-01-10T15:43:00.000
26,Create Purchase Requisition,Tesca Lobes,Requester,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-03T16:09:00.000,2020-01-03T16:51:00.000
26,Analyze Purchase Requisition,Maris Freeman,Requester Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-04T08:46:00.000,2020-01-04T08:54:00.000
26,Create Large Request for Quotation,Heinz Gutschmidt,Requester Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-04T08:58:00.000,2020-01-04T09:00:00.000
26,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-04T11:12:00.000,2020-01-04T11:26:00.000
26,Amend Request for Quotation,Elvira Lores,Requester Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-04T12:18:00.000,2020-01-04T12:24:00.000
26,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-04T13:30:00.000,2020-01-04T13:46:00.000
26,Amend Request for Quotation,Miu Hanwan,Requester Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-04T14:39:00.000,2020-01-04T14:50:00.000
26,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-04T16:43:00.000,2020-01-04T17:10:00.000
26,Amend Request for Quotation,Immanuel Karagianni,Requester Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-04T18:03:00.000,2020-01-04T18:18:00.000
26,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-06T16:33:00.000,2020-01-06T16:56:00.000
26,Amend Request for Quotation,Alberto Duport,Requester Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-06T17:46:00.000,2020-01-06T17:54:00.000
26,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-06T20:20:00.000,2020-01-06T20:49:00.000
26,Amend Request for Quotation,Christian Francois,Requester Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-06T21:39:00.000,2020-01-06T21:51:00.000
26,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-07T03:14:00.000,2020-01-07T03:44:00.000
26,Send Request for Quotation to Supplier,Magdalena Predutta,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-09T02:03:00.000,2020-01-09T02:17:00.000
26,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-10T06:06:00.000,2020-01-10T09:50:00.000
26,Analyze Quotation comparison Map,Clement Duchot,Requester,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-10T16:58:00.000,2020-01-10T17:17:00.000
26,Choose best option,Anna Kaufmann,Requester,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-10T17:17:00.000,2020-01-10T17:17:00.000
26,Settle conditions with supplier,Karel de Groot,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-11T11:00:00.000,2020-01-11T19:51:00.000
26,Create Purchase Order,Karel de Groot,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-12T03:18:00.000,2020-01-12T03:28:00.000
26,Confirm Purchase Order,Sean Manney,Supplier,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Procure Goods and Services,,19315.6,0.08,Standard,2020-01-13T00:26:00.000,2020-01-13T00:50:00.000
26,Approve Purchase Order,Karen Clarens,Purchasing Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Deliver Goods and Services,,19315.6,0.08,Standard,2020-01-13T08:03:00.000,2020-01-13T23:27:00.000
26,Release Purchase Order,Anne Olwada,Requester,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Manage Invoices,,19315.6,0.08,Standard,2020-01-14T06:46:00.000,2020-01-14T06:47:00.000
26,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Manage Invoices,15,19315.6,0.08,Standard,2020-01-14T11:59:00.000,2020-01-14T12:00:00.000
26,Receive invoice,Karalda Nimwada,Financial Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Oracle BPS P2P,Manage Invoices,15,19315.6,0.08,Standard,2020-01-14T23:51:00.000,2020-01-14T23:51:00.000
26,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Coupa Invoicing Management,Manage Invoices,,19315.6,0.08,Standard,2020-01-15T14:02:00.000,2020-01-15T14:05:00.000
26,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Coupa Invoicing Management,Manage Invoices,,19315.6,0.08,Standard,2020-01-15T14:05:00.000,2020-01-15T14:05:00.000
26,Pay invoice,Karalda Nimwada,Financial Manager,Email,1,NZL,0,1,232691.34,McKesson,Goods,Coupa Invoicing Management,Manage Invoices,,19315.6,0.08,Standard,2020-01-15T14:17:00.000,2020-01-15T14:23:00.000
27,Create Purchase Requisition,Alberto Duport,Requester,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-03T17:22:00.000,2020-01-03T18:16:00.000
27,Analyze Purchase Requisition,Francis Odell,Requester Manager,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-04T06:27:00.000,2020-01-04T06:32:00.000
27,Create Large Request for Quotation,Maris Freeman,Requester Manager,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-04T06:37:00.000,2020-01-04T06:39:00.000
27,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-04T10:23:00.000,2020-01-04T10:51:00.000
27,Send Request for Quotation to Supplier,Karel de Groot,Purchasing Agent,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-04T17:48:00.000,2020-01-04T18:09:00.000
27,Create Quotation comparison Map,Magdalena Predutta,Purchasing Agent,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-05T00:34:00.000,2020-01-05T05:41:00.000
27,Analyze Quotation comparison Map,Alberto Duport,Requester,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-05T12:08:00.000,2020-01-05T12:25:00.000
27,Choose best option,Alberto Duport,Requester,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-05T12:25:00.000,2020-01-05T12:25:00.000
27,Settle conditions with supplier,Francois de Perrier,Purchasing Agent,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-06T02:42:00.000,2020-01-06T13:20:00.000
27,Create Purchase Order,Francois de Perrier,Purchasing Agent,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-06T16:10:00.000,2020-01-06T16:17:00.000
27,Confirm Purchase Order,Kiu Kan,Supplier,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Procure Goods and Services,,95242.82,0.19,Premium,2020-01-07T02:19:00.000,2020-01-07T02:28:00.000
27,Approve Purchase Order,Karen Clarens,Purchasing Manager,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Deliver Goods and Services,,95242.82,0.19,Premium,2020-01-07T10:12:00.000,2020-01-07T15:43:00.000
27,Release Purchase Order,Fjodor Kowalski,Requester,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Manage Invoices,,95242.82,0.19,Premium,2020-01-07T23:11:00.000,2020-01-07T23:12:00.000
27,Approve Purchase Order for payment,Francois de Perrier,Purchasing Agent,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Manage Invoices,15,95242.82,0.19,Premium,2020-01-09T07:10:00.000,2020-01-09T07:11:00.000
27,Receive invoice,Karalda Nimwada,Financial Manager,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Oracle BPS P2P,Manage Invoices,15,95242.82,0.19,Premium,2020-01-10T00:11:00.000,2020-01-10T00:11:00.000
27,Release Supplier's Invoice,Pedro Alvares,Financial Manager,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Coupa Invoicing Management,Manage Invoices,,95242.82,0.19,Premium,2020-01-10T14:38:00.000,2020-01-10T14:43:00.000
27,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Coupa Invoicing Management,Manage Invoices,,95242.82,0.19,Premium,2020-01-10T14:43:00.000,2020-01-10T14:43:00.000
27,Pay invoice,Pedro Alvares,Financial Manager,EDI,1,AUS,0,1,512347.96,North Carolina Mutual Wholesale Drug,Goods,Coupa Invoicing Management,Manage Invoices,,95242.82,0.19,Premium,2020-03-15T15:30:00.000,2020-03-15T15:30:00.000
28,Create Purchase Requisition,Miu Hanwan,Requester,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-03T23:31:00.000,2020-01-03T23:51:00.000
28,Analyze Purchase Requisition,Francis Odell,Requester Manager,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-04T22:40:00.000,2020-01-04T22:46:00.000
28,Create Large Request for Quotation,Francis Odell,Requester Manager,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-04T22:50:00.000,2020-01-04T22:53:00.000
28,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-05T07:51:00.000,2020-01-05T08:08:00.000
28,Amend Request for Quotation,Penn Osterwalder,Requester Manager,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-05T09:00:00.000,2020-01-05T09:09:00.000
28,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-06T17:24:00.000,2020-01-06T17:46:00.000
28,Amend Request for Quotation,Anne Olwada,Requester Manager,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-06T18:45:00.000,2020-01-06T18:56:00.000
28,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-06T22:16:00.000,2020-01-06T22:33:00.000
28,Send Request for Quotation to Supplier,Magdalena Predutta,Purchasing Agent,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-07T05:01:00.000,2020-01-07T05:26:00.000
28,Create Quotation comparison Map,Magdalena Predutta,Purchasing Agent,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-09T01:09:00.000,2020-01-09T02:03:00.000
28,Analyze Quotation comparison Map,Alberto Duport,Requester,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-09T08:23:00.000,2020-01-09T08:41:00.000
28,Choose best option,Esmana Liubiata,Requester,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-09T08:41:00.000,2020-01-09T08:41:00.000
28,Settle conditions with supplier,Karel de Groot,Purchasing Agent,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-09T20:21:00.000,2020-01-10T04:02:00.000
28,Create Purchase Order,Magdalena Predutta,Purchasing Agent,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-10T05:56:00.000,2020-01-10T06:02:00.000
28,Confirm Purchase Order,Carmen Finacse,Supplier,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,48081.07,0.05,Standard,2020-01-11T00:12:00.000,2020-01-11T00:45:00.000
28,Approve Purchase Order,Carmen Finacse,Purchasing Manager,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Deliver Goods and Services,,48081.07,0.05,Standard,2020-01-11T06:15:00.000,2020-01-11T11:44:00.000
28,Release Purchase Order,Alberto Duport,Requester,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Manage Invoices,,48081.07,0.05,Standard,2020-01-11T19:07:00.000,2020-01-11T19:08:00.000
28,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Manage Invoices,15,48081.07,0.05,Standard,2020-01-12T02:11:00.000,2020-01-12T02:12:00.000
28,Receive invoice,Karalda Nimwada,Financial Manager,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Oracle BPS P2P,Manage Invoices,15,48081.07,0.05,Standard,2020-01-14T17:22:00.000,2020-01-14T17:22:00.000
28,Release Supplier's Invoice,Pedro Alvares,Financial Manager,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Coupa Invoicing Management,Manage Invoices,,48081.07,0.05,Standard,2020-01-15T07:50:00.000,2020-01-15T07:56:00.000
28,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,Online,1,AUS,0,0,966138.83,Johnson & Johnson,Goods,Coupa Invoicing Management,Manage Invoices,,48081.07,0.05,Standard,2020-01-15T07:56:00.000,2020-01-15T07:56:00.000
